site,species,scenario,occurence_years,overall_presence
19_159,Aesculushippocastanum,rcp45,8,1
19_159,Aesculushippocastanum,rcp85,8,1
19_159,Alnusglutinosa,rcp26,1,0
19_159,Alnusglutinosa,rcp45,0,0
19_159,Alnusglutinosa,rcp85,2,0
19_159,Alnusincana,rcp26,0,0
19_159,Alnusincana,rcp45,0,0
19_159,Alnusincana,rcp85,0,0
19_159,Betulapendula,rcp26,0,0
19_159,Betulapendula,rcp45,1,0
19_159,Betulapendula,rcp85,0,0
19_159,Betulapubescens,rcp26,0,0
19_159,Betulapubescens,rcp45,0,0
19_159,Betulapubescens,rcp85,0,0
19_159,Carpinusbetulus,rcp26,8,1
19_159,Carpinusbetulus,rcp45,8,1
19_159,Carpinusbetulus,rcp85,8,1
19_159,Castaneasativa,rcp26,2,0
19_159,Castaneasativa,rcp45,3,0
19_159,Castaneasativa,rcp85,2,0
19_159,Fagussylvatica,rcp26,2,0
19_159,Fagussylvatica,rcp45,1,0
19_159,Fagussylvatica,rcp85,1,0
19_159,Fraxinusexcelsior,rcp26,8,1
19_159,Fraxinusexcelsior,rcp45,8,1
19_159,Fraxinusexcelsior,rcp85,7,0
19_159,Fraxinusornus,rcp26,0,0
19_159,Fraxinusornus,rcp45,0,0
19_159,Fraxinusornus,rcp85,0,0
19_159,Juglansregia,rcp26,3,0
19_159,Juglansregia,rcp45,7,0
19_159,Juglansregia,rcp85,5,0
19_159,Larixdecidua,rcp26,0,0
19_159,Larixdecidua,rcp45,0,0
19_159,Larixdecidua,rcp85,0,0
19_159,Ostryacarpinifolia,rcp26,0,0
19_159,Ostryacarpinifolia,rcp45,0,0
19_159,Ostryacarpinifolia,rcp85,0,0
19_159,Piceaabies,rcp26,0,0
19_159,Piceaabies,rcp45,0,0
19_159,Piceaabies,rcp85,0,0
19_159,Pinussylvestris,rcp26,0,0
19_159,Pinussylvestris,rcp45,0,0
19_159,Pinussylvestris,rcp85,0,0
19_159,Populusalba,rcp26,8,1
19_159,Populusalba,rcp45,8,1
19_159,Populusalba,rcp85,8,1
19_159,Populuscanescens,rcp26,8,1
19_159,Populuscanescens,rcp45,7,0
19_159,Populuscanescens,rcp85,6,0
19_159,Populusnigra,rcp26,7,0
19_159,Populusnigra,rcp45,8,1
19_159,Populusnigra,rcp85,7,0
19_159,Populustremula,rcp26,8,1
19_159,Populustremula,rcp45,6,0
19_159,Populustremula,rcp85,4,0
19_159,Prunusavium,rcp26,8,1
19_159,Prunusavium,rcp45,8,1
19_159,Prunusavium,rcp85,7,0
19_159,Quercuscerris,rcp26,0,0
19_159,Quercuscerris,rcp45,0,0
19_159,Quercuscerris,rcp85,0,0
19_159,Quercuscoccifera,rcp26,0,0
19_159,Quercuscoccifera,rcp45,0,0
19_159,Quercuscoccifera,rcp85,0,0
19_159,Quercusfaginea,rcp26,0,0
19_159,Quercusfaginea,rcp45,0,0
19_159,Quercusfaginea,rcp85,0,0
19_159,Quercusfrainetto,rcp26,0,0
19_159,Quercusfrainetto,rcp45,0,0
19_159,Quercusfrainetto,rcp85,0,0
19_159,Quercusilex,rcp26,0,0
19_159,Quercusilex,rcp45,0,0
19_159,Quercusilex,rcp85,0,0
19_159,Quercuspetraea,rcp26,8,1
19_159,Quercuspetraea,rcp45,8,1
19_159,Quercuspetraea,rcp85,5,0
19_159,Quercuspubescens,rcp26,0,0
19_159,Quercuspubescens,rcp45,1,0
19_159,Quercuspubescens,rcp85,4,0
19_159,Quercuspyrenaica,rcp26,0,0
19_159,Quercuspyrenaica,rcp45,0,0
19_159,Quercuspyrenaica,rcp85,0,0
19_159,Quercusrobur,rcp26,8,1
19_159,Quercusrobur,rcp45,8,1
19_159,Quercusrobur,rcp85,8,1
19_159,Quercussuber,rcp26,0,0
19_159,Quercussuber,rcp45,0,0
19_159,Quercussuber,rcp85,0,0
19_159,Salixalba,rcp26,7,0
19_159,Salixalba,rcp45,6,0
19_159,Salixalba,rcp85,7,0
19_159,Salixfragilis,rcp26,1,0
19_159,Salixfragilis,rcp45,2,0
19_159,Salixfragilis,rcp85,3,0
19_159,Sorbusaria,rcp26,0,0
19_159,Sorbusaria,rcp45,0,0
19_159,Sorbusaria,rcp85,0,0
19_159,Sorbusaucuparia,rcp26,0,0
19_159,Sorbusaucuparia,rcp45,0,0
19_159,Sorbusaucuparia,rcp85,0,0
19_159,Sorbustorminalis,rcp26,3,0
19_159,Sorbustorminalis,rcp45,5,0
19_159,Sorbustorminalis,rcp85,4,0
19_159,Taxusbaccata,rcp26,0,0
19_159,Taxusbaccata,rcp45,0,0
19_159,Taxusbaccata,rcp85,0,0
19_159,Tiliacordata,rcp26,5,0
19_159,Tiliacordata,rcp45,3,0
19_159,Tiliacordata,rcp85,2,0
19_159,Tiliaplatyphyllos,rcp26,8,1
19_159,Tiliaplatyphyllos,rcp45,7,0
19_159,Tiliaplatyphyllos,rcp85,7,0
19_159,Tiliatomentosa,rcp26,0,0
19_159,Tiliatomentosa,rcp45,0,0
19_159,Tiliatomentosa,rcp85,0,0
19_159,Ulmusglabra,rcp26,3,0
19_159,Ulmusglabra,rcp45,0,0
19_159,Ulmusglabra,rcp85,0,0
19_159,Ulmuslaevis,rcp26,6,0
19_159,Ulmuslaevis,rcp45,2,0
19_159,Ulmuslaevis,rcp85,1,0
19_159,Ulmusminor,rcp26,8,1
19_159,Ulmusminor,rcp45,8,1
19_159,Ulmusminor,rcp85,8,1
19_160,Abiesalba,rcp26,0,0
19_160,Abiesalba,rcp45,0,0
19_160,Abiesalba,rcp85,0,0
19_160,Acercampestre,rcp26,8,1
19_160,Acercampestre,rcp45,8,1
19_160,Acercampestre,rcp85,8,1
19_160,Acerplatanoides,rcp26,2,0
19_160,Acerplatanoides,rcp45,2,0
19_160,Acerplatanoides,rcp85,0,0
19_160,Acerpseudoplatanus,rcp26,6,0
19_160,Acerpseudoplatanus,rcp45,3,0
19_160,Acerpseudoplatanus,rcp85,2,0
19_160,Aesculushippocastanum,rcp26,8,1
19_160,Aesculushippocastanum,rcp45,8,1
19_160,Aesculushippocastanum,rcp85,8,1
19_160,Alnusglutinosa,rcp26,1,0
19_160,Alnusglutinosa,rcp45,0,0
19_160,Alnusglutinosa,rcp85,2,0
19_160,Alnusincana,rcp26,0,0
19_160,Alnusincana,rcp45,0,0
19_160,Alnusincana,rcp85,0,0
19_160,Betulapendula,rcp26,0,0
19_160,Betulapendula,rcp45,1,0
19_160,Betulapendula,rcp85,0,0
19_160,Betulapubescens,rcp26,0,0
19_160,Betulapubescens,rcp45,0,0
19_160,Betulapubescens,rcp85,0,0
19_160,Carpinusbetulus,rcp26,8,1
19_160,Carpinusbetulus,rcp45,8,1
19_160,Carpinusbetulus,rcp85,8,1
19_160,Castaneasativa,rcp26,2,0
19_160,Castaneasativa,rcp45,3,0
19_160,Castaneasativa,rcp85,2,0
19_160,Fagussylvatica,rcp26,2,0
19_160,Fagussylvatica,rcp45,1,0
19_160,Fagussylvatica,rcp85,1,0
19_160,Fraxinusexcelsior,rcp26,8,1
19_160,Fraxinusexcelsior,rcp45,8,1
19_160,Fraxinusexcelsior,rcp85,7,0
19_160,Fraxinusornus,rcp26,0,0
19_160,Fraxinusornus,rcp45,0,0
19_160,Fraxinusornus,rcp85,0,0
19_160,Juglansregia,rcp26,3,0
19_160,Juglansregia,rcp45,7,0
19_160,Juglansregia,rcp85,5,0
19_160,Larixdecidua,rcp26,0,0
19_160,Larixdecidua,rcp45,0,0
19_160,Larixdecidua,rcp85,0,0
19_160,Ostryacarpinifolia,rcp26,0,0
19_160,Ostryacarpinifolia,rcp45,0,0
19_160,Ostryacarpinifolia,rcp85,0,0
19_160,Piceaabies,rcp26,0,0
19_160,Piceaabies,rcp45,0,0
19_160,Piceaabies,rcp85,0,0
19_160,Pinussylvestris,rcp26,0,0
19_160,Pinussylvestris,rcp45,0,0
19_160,Pinussylvestris,rcp85,0,0
19_160,Populusalba,rcp26,8,1
19_160,Populusalba,rcp45,8,1
19_160,Populusalba,rcp85,8,1
19_160,Populuscanescens,rcp26,8,1
19_160,Populuscanescens,rcp45,7,0
19_160,Populuscanescens,rcp85,6,0
19_160,Populusnigra,rcp26,7,0
19_160,Populusnigra,rcp45,8,1
19_160,Populusnigra,rcp85,7,0
19_160,Populustremula,rcp26,8,1
19_160,Populustremula,rcp45,6,0
19_160,Populustremula,rcp85,4,0
19_160,Prunusavium,rcp26,8,1
19_160,Prunusavium,rcp45,8,1
19_160,Prunusavium,rcp85,7,0
19_160,Quercuscerris,rcp26,0,0
19_160,Quercuscerris,rcp45,0,0
19_160,Quercuscerris,rcp85,0,0
19_160,Quercuscoccifera,rcp26,0,0
19_160,Quercuscoccifera,rcp45,0,0
19_160,Quercuscoccifera,rcp85,0,0
19_160,Quercusfaginea,rcp26,0,0
19_160,Quercusfaginea,rcp45,0,0
19_160,Quercusfaginea,rcp85,0,0
19_160,Quercusfrainetto,rcp26,0,0
19_160,Quercusfrainetto,rcp45,0,0
19_160,Quercusfrainetto,rcp85,0,0
19_160,Quercusilex,rcp26,0,0
19_160,Quercusilex,rcp45,0,0
19_160,Quercusilex,rcp85,0,0
19_160,Quercuspetraea,rcp26,8,1
19_160,Quercuspetraea,rcp45,8,1
19_160,Quercuspetraea,rcp85,5,0
19_160,Quercuspubescens,rcp26,0,0
19_160,Quercuspubescens,rcp45,1,0
19_160,Quercuspubescens,rcp85,4,0
19_160,Quercuspyrenaica,rcp26,0,0
19_160,Quercuspyrenaica,rcp45,0,0
19_160,Quercuspyrenaica,rcp85,0,0
19_160,Quercusrobur,rcp26,8,1
19_160,Quercusrobur,rcp45,8,1
19_160,Quercusrobur,rcp85,8,1
19_160,Quercussuber,rcp26,0,0
19_160,Quercussuber,rcp45,0,0
19_160,Quercussuber,rcp85,0,0
19_160,Salixalba,rcp26,7,0
19_160,Salixalba,rcp45,6,0
19_160,Salixalba,rcp85,7,0
19_160,Salixfragilis,rcp26,1,0
19_160,Salixfragilis,rcp45,2,0
19_160,Salixfragilis,rcp85,3,0
19_160,Sorbusaria,rcp26,0,0
19_160,Sorbusaria,rcp45,0,0
19_160,Sorbusaria,rcp85,0,0
19_160,Sorbusaucuparia,rcp26,0,0
19_160,Sorbusaucuparia,rcp45,0,0
19_160,Sorbusaucuparia,rcp85,0,0
19_160,Sorbustorminalis,rcp26,3,0
19_160,Sorbustorminalis,rcp45,5,0
19_160,Sorbustorminalis,rcp85,4,0
19_160,Taxusbaccata,rcp26,0,0
19_160,Taxusbaccata,rcp45,0,0
19_160,Taxusbaccata,rcp85,0,0
19_160,Tiliacordata,rcp26,5,0
19_160,Tiliacordata,rcp45,3,0
19_160,Tiliacordata,rcp85,2,0
19_160,Tiliaplatyphyllos,rcp26,8,1
19_160,Tiliaplatyphyllos,rcp45,7,0
19_160,Tiliaplatyphyllos,rcp85,7,0
19_160,Tiliatomentosa,rcp26,0,0
19_160,Tiliatomentosa,rcp45,0,0
19_160,Tiliatomentosa,rcp85,0,0
19_160,Ulmusglabra,rcp26,3,0
19_160,Ulmusglabra,rcp45,0,0
19_160,Ulmusglabra,rcp85,0,0
19_160,Ulmuslaevis,rcp26,6,0
19_160,Ulmuslaevis,rcp45,2,0
19_160,Ulmuslaevis,rcp85,1,0
19_160,Ulmusminor,rcp26,8,1
19_160,Ulmusminor,rcp45,8,1
19_160,Ulmusminor,rcp85,8,1
19_161,Abiesalba,rcp26,0,0
19_161,Abiesalba,rcp45,0,0
19_161,Abiesalba,rcp85,0,0
19_161,Acercampestre,rcp26,8,1
19_161,Acercampestre,rcp45,8,1
19_161,Acercampestre,rcp85,7,0
19_161,Acerplatanoides,rcp26,1,0
19_161,Acerplatanoides,rcp45,2,0
19_161,Acerplatanoides,rcp85,2,0
19_161,Acerpseudoplatanus,rcp26,2,0
19_161,Acerpseudoplatanus,rcp45,2,0
19_161,Acerpseudoplatanus,rcp85,1,0
19_161,Aesculushippocastanum,rcp26,8,1
19_161,Aesculushippocastanum,rcp45,5,0
19_161,Aesculushippocastanum,rcp85,6,0
19_161,Alnusglutinosa,rcp26,0,0
19_161,Alnusglutinosa,rcp45,0,0
19_161,Alnusglutinosa,rcp85,1,0
19_161,Alnusincana,rcp26,0,0
19_161,Alnusincana,rcp45,0,0
19_161,Alnusincana,rcp85,0,0
19_161,Betulapendula,rcp26,0,0
19_161,Betulapendula,rcp45,1,0
19_161,Betulapendula,rcp85,0,0
19_161,Betulapubescens,rcp26,0,0
19_161,Betulapubescens,rcp45,0,0
19_161,Betulapubescens,rcp85,0,0
19_161,Carpinusbetulus,rcp26,8,1
19_161,Carpinusbetulus,rcp45,8,1
19_161,Carpinusbetulus,rcp85,7,0
19_161,Castaneasativa,rcp26,2,0
19_161,Castaneasativa,rcp45,4,0
19_161,Castaneasativa,rcp85,4,0
19_161,Fagussylvatica,rcp26,0,0
19_161,Fagussylvatica,rcp45,0,0
19_161,Fagussylvatica,rcp85,0,0
19_161,Fraxinusexcelsior,rcp26,8,1
19_161,Fraxinusexcelsior,rcp45,8,1
19_161,Fraxinusexcelsior,rcp85,5,0
19_161,Fraxinusornus,rcp26,0,0
19_161,Fraxinusornus,rcp45,0,0
19_161,Fraxinusornus,rcp85,0,0
19_161,Juglansregia,rcp26,6,0
19_161,Juglansregia,rcp45,7,0
19_161,Juglansregia,rcp85,7,0
19_161,Larixdecidua,rcp26,0,0
19_161,Larixdecidua,rcp45,0,0
19_161,Larixdecidua,rcp85,0,0
19_161,Ostryacarpinifolia,rcp26,0,0
19_161,Ostryacarpinifolia,rcp45,0,0
19_161,Ostryacarpinifolia,rcp85,0,0
19_161,Piceaabies,rcp26,0,0
19_161,Piceaabies,rcp45,0,0
19_161,Piceaabies,rcp85,0,0
19_161,Pinussylvestris,rcp26,0,0
19_161,Pinussylvestris,rcp45,0,0
19_161,Pinussylvestris,rcp85,0,0
19_161,Populusalba,rcp26,8,1
19_161,Populusalba,rcp45,8,1
19_161,Populusalba,rcp85,8,1
19_161,Populuscanescens,rcp26,7,0
19_161,Populuscanescens,rcp45,6,0
19_161,Populuscanescens,rcp85,6,0
19_161,Populusnigra,rcp26,8,1
19_161,Populusnigra,rcp45,8,1
19_161,Populusnigra,rcp85,8,1
19_161,Populustremula,rcp26,7,0
19_161,Populustremula,rcp45,2,0
19_161,Populustremula,rcp85,2,0
19_161,Prunusavium,rcp26,8,1
19_161,Prunusavium,rcp45,6,0
19_161,Prunusavium,rcp85,7,0
19_161,Quercuscerris,rcp26,0,0
19_161,Quercuscerris,rcp45,0,0
19_161,Quercuscerris,rcp85,0,0
19_161,Quercuscoccifera,rcp26,0,0
19_161,Quercuscoccifera,rcp45,0,0
19_161,Quercuscoccifera,rcp85,0,0
19_161,Quercusfaginea,rcp26,0,0
19_161,Quercusfaginea,rcp45,0,0
19_161,Quercusfaginea,rcp85,0,0
19_161,Quercusfrainetto,rcp26,1,0
19_161,Quercusfrainetto,rcp45,0,0
19_161,Quercusfrainetto,rcp85,0,0
19_161,Quercusilex,rcp26,0,0
19_161,Quercusilex,rcp45,0,0
19_161,Quercusilex,rcp85,0,0
19_161,Quercuspetraea,rcp26,8,1
19_161,Quercuspetraea,rcp45,5,0
19_161,Quercuspetraea,rcp85,3,0
19_161,Quercuspubescens,rcp26,0,0
19_161,Quercuspubescens,rcp45,3,0
19_161,Quercuspubescens,rcp85,5,0
19_161,Quercuspyrenaica,rcp26,0,0
19_161,Quercuspyrenaica,rcp45,0,0
19_161,Quercuspyrenaica,rcp85,0,0
19_161,Quercusrobur,rcp26,8,1
19_161,Quercusrobur,rcp45,8,1
19_161,Quercusrobur,rcp85,8,1
19_161,Quercussuber,rcp26,0,0
19_161,Quercussuber,rcp45,0,0
19_161,Quercussuber,rcp85,0,0
19_161,Salixalba,rcp26,8,1
19_161,Salixalba,rcp45,8,1
19_161,Salixalba,rcp85,8,1
19_161,Salixfragilis,rcp26,2,0
19_161,Salixfragilis,rcp45,5,0
19_161,Salixfragilis,rcp85,3,0
19_161,Sorbusaria,rcp26,0,0
19_161,Sorbusaria,rcp45,0,0
19_161,Sorbusaria,rcp85,0,0
19_161,Sorbusaucuparia,rcp26,0,0
19_161,Sorbusaucuparia,rcp45,0,0
19_161,Sorbusaucuparia,rcp85,0,0
19_161,Sorbustorminalis,rcp26,4,0
19_161,Sorbustorminalis,rcp45,4,0
19_161,Sorbustorminalis,rcp85,5,0
19_161,Taxusbaccata,rcp26,0,0
19_161,Taxusbaccata,rcp45,1,0
19_161,Taxusbaccata,rcp85,0,0
19_161,Tiliacordata,rcp26,3,0
19_161,Tiliacordata,rcp45,1,0
19_161,Tiliacordata,rcp85,1,0
19_161,Tiliaplatyphyllos,rcp26,8,1
19_161,Tiliaplatyphyllos,rcp45,7,0
19_161,Tiliaplatyphyllos,rcp85,6,0
19_161,Tiliatomentosa,rcp26,0,0
19_161,Tiliatomentosa,rcp45,0,0
19_161,Tiliatomentosa,rcp85,0,0
19_161,Ulmusglabra,rcp26,0,0
19_161,Ulmusglabra,rcp45,0,0
19_161,Ulmusglabra,rcp85,0,0
19_161,Ulmuslaevis,rcp26,5,0
19_161,Ulmuslaevis,rcp45,1,0
19_161,Ulmuslaevis,rcp85,1,0
19_161,Ulmusminor,rcp26,8,1
19_161,Ulmusminor,rcp45,8,1
19_161,Ulmusminor,rcp85,8,1
19_162,Abiesalba,rcp26,0,0
19_162,Abiesalba,rcp45,0,0
19_162,Abiesalba,rcp85,0,0
19_162,Acercampestre,rcp26,8,1
19_162,Acercampestre,rcp45,8,1
19_162,Acercampestre,rcp85,7,0
19_162,Acerplatanoides,rcp26,1,0
19_162,Acerplatanoides,rcp45,2,0
19_162,Acerplatanoides,rcp85,2,0
19_162,Acerpseudoplatanus,rcp26,2,0
19_162,Acerpseudoplatanus,rcp45,2,0
19_162,Acerpseudoplatanus,rcp85,1,0
19_162,Aesculushippocastanum,rcp26,8,1
19_162,Aesculushippocastanum,rcp45,5,0
19_162,Aesculushippocastanum,rcp85,6,0
19_162,Alnusglutinosa,rcp26,0,0
19_162,Alnusglutinosa,rcp45,0,0
19_162,Alnusglutinosa,rcp85,1,0
19_162,Alnusincana,rcp26,0,0
19_162,Alnusincana,rcp45,0,0
19_162,Alnusincana,rcp85,0,0
19_162,Betulapendula,rcp26,0,0
19_162,Betulapendula,rcp45,1,0
19_162,Betulapendula,rcp85,0,0
19_162,Betulapubescens,rcp26,0,0
19_162,Betulapubescens,rcp45,0,0
19_162,Betulapubescens,rcp85,0,0
19_162,Carpinusbetulus,rcp26,8,1
19_162,Carpinusbetulus,rcp45,8,1
19_162,Carpinusbetulus,rcp85,7,0
19_162,Castaneasativa,rcp26,2,0
19_162,Castaneasativa,rcp45,4,0
19_162,Castaneasativa,rcp85,4,0
19_162,Fagussylvatica,rcp26,0,0
19_162,Fagussylvatica,rcp45,0,0
19_162,Fagussylvatica,rcp85,0,0
19_162,Fraxinusexcelsior,rcp26,8,1
19_162,Fraxinusexcelsior,rcp45,8,1
19_162,Fraxinusexcelsior,rcp85,5,0
19_162,Fraxinusornus,rcp26,0,0
19_162,Fraxinusornus,rcp45,0,0
19_162,Fraxinusornus,rcp85,0,0
19_162,Juglansregia,rcp26,6,0
19_162,Juglansregia,rcp45,7,0
19_162,Juglansregia,rcp85,7,0
19_162,Larixdecidua,rcp26,0,0
19_162,Larixdecidua,rcp45,0,0
19_162,Larixdecidua,rcp85,0,0
19_162,Ostryacarpinifolia,rcp26,0,0
19_162,Ostryacarpinifolia,rcp45,0,0
19_162,Ostryacarpinifolia,rcp85,0,0
19_162,Piceaabies,rcp26,0,0
19_162,Piceaabies,rcp45,0,0
19_162,Piceaabies,rcp85,0,0
19_162,Pinussylvestris,rcp26,0,0
19_162,Pinussylvestris,rcp45,0,0
19_162,Pinussylvestris,rcp85,0,0
19_162,Populusalba,rcp26,8,1
19_162,Populusalba,rcp45,8,1
19_162,Populusalba,rcp85,8,1
19_162,Populuscanescens,rcp26,7,0
19_162,Populuscanescens,rcp45,6,0
19_162,Populuscanescens,rcp85,6,0
19_162,Populusnigra,rcp26,8,1
19_162,Populusnigra,rcp45,8,1
19_162,Populusnigra,rcp85,8,1
19_162,Populustremula,rcp26,7,0
19_162,Populustremula,rcp45,2,0
19_162,Populustremula,rcp85,2,0
19_162,Prunusavium,rcp26,8,1
19_162,Prunusavium,rcp45,6,0
19_162,Prunusavium,rcp85,7,0
19_162,Quercuscerris,rcp26,0,0
19_162,Quercuscerris,rcp45,0,0
19_162,Quercuscerris,rcp85,0,0
19_162,Quercuscoccifera,rcp26,0,0
19_162,Quercuscoccifera,rcp45,0,0
19_162,Quercuscoccifera,rcp85,0,0
19_162,Quercusfaginea,rcp26,0,0
19_162,Quercusfaginea,rcp45,0,0
19_162,Quercusfaginea,rcp85,0,0
19_162,Quercusfrainetto,rcp26,1,0
19_162,Quercusfrainetto,rcp45,0,0
19_162,Quercusfrainetto,rcp85,0,0
19_162,Quercusilex,rcp26,0,0
19_162,Quercusilex,rcp45,0,0
19_162,Quercusilex,rcp85,0,0
19_162,Quercuspetraea,rcp26,8,1
19_162,Quercuspetraea,rcp45,5,0
19_162,Quercuspetraea,rcp85,3,0
19_162,Quercuspubescens,rcp26,0,0
19_162,Quercuspubescens,rcp45,3,0
19_162,Quercuspubescens,rcp85,5,0
19_162,Quercuspyrenaica,rcp26,0,0
19_162,Quercuspyrenaica,rcp45,0,0
19_162,Quercuspyrenaica,rcp85,0,0
19_162,Quercusrobur,rcp26,8,1
19_162,Quercusrobur,rcp45,8,1
19_162,Quercusrobur,rcp85,8,1
19_162,Quercussuber,rcp26,0,0
19_162,Quercussuber,rcp45,0,0
19_162,Quercussuber,rcp85,0,0
19_162,Salixalba,rcp26,8,1
19_162,Salixalba,rcp45,8,1
19_162,Salixalba,rcp85,8,1
19_162,Salixfragilis,rcp26,2,0
19_162,Salixfragilis,rcp45,5,0
19_162,Salixfragilis,rcp85,3,0
19_162,Sorbusaria,rcp26,0,0
19_162,Sorbusaria,rcp45,0,0
19_162,Sorbusaria,rcp85,0,0
19_162,Sorbusaucuparia,rcp26,0,0
19_162,Sorbusaucuparia,rcp45,0,0
19_162,Sorbusaucuparia,rcp85,0,0
19_162,Sorbustorminalis,rcp26,4,0
19_162,Sorbustorminalis,rcp45,4,0
19_162,Sorbustorminalis,rcp85,5,0
19_162,Taxusbaccata,rcp26,0,0
19_162,Taxusbaccata,rcp45,1,0
19_162,Taxusbaccata,rcp85,0,0
19_162,Tiliacordata,rcp26,3,0
19_162,Tiliacordata,rcp45,1,0
19_162,Tiliacordata,rcp85,1,0
19_162,Tiliaplatyphyllos,rcp26,8,1
19_162,Tiliaplatyphyllos,rcp45,7,0
19_162,Tiliaplatyphyllos,rcp85,6,0
19_162,Tiliatomentosa,rcp26,0,0
19_162,Tiliatomentosa,rcp45,0,0
19_162,Tiliatomentosa,rcp85,0,0
19_162,Ulmusglabra,rcp26,0,0
19_162,Ulmusglabra,rcp45,0,0
19_162,Ulmusglabra,rcp85,0,0
19_162,Ulmuslaevis,rcp26,5,0
19_162,Ulmuslaevis,rcp45,1,0
19_162,Ulmuslaevis,rcp85,1,0
19_162,Ulmusminor,rcp26,8,1
19_162,Ulmusminor,rcp45,8,1
19_162,Ulmusminor,rcp85,8,1
19_163,Abiesalba,rcp26,0,0
19_163,Abiesalba,rcp45,0,0
19_163,Abiesalba,rcp85,0,0
19_163,Acercampestre,rcp26,8,1
19_163,Acercampestre,rcp45,8,1
19_163,Acercampestre,rcp85,7,0
19_163,Acerplatanoides,rcp26,1,0
19_163,Acerplatanoides,rcp45,2,0
19_163,Acerplatanoides,rcp85,2,0
19_163,Acerpseudoplatanus,rcp26,2,0
19_163,Acerpseudoplatanus,rcp45,2,0
19_163,Acerpseudoplatanus,rcp85,1,0
19_163,Aesculushippocastanum,rcp26,8,1
19_163,Aesculushippocastanum,rcp45,5,0
19_163,Aesculushippocastanum,rcp85,6,0
19_163,Alnusglutinosa,rcp26,0,0
19_163,Alnusglutinosa,rcp45,0,0
19_163,Alnusglutinosa,rcp85,1,0
19_163,Alnusincana,rcp26,0,0
19_163,Alnusincana,rcp45,0,0
19_163,Alnusincana,rcp85,0,0
19_163,Betulapendula,rcp26,0,0
19_163,Betulapendula,rcp45,0,0
19_163,Betulapendula,rcp85,0,0
19_163,Betulapubescens,rcp26,0,0
19_163,Betulapubescens,rcp45,0,0
19_163,Betulapubescens,rcp85,0,0
19_163,Carpinusbetulus,rcp26,8,1
19_163,Carpinusbetulus,rcp45,8,1
19_163,Carpinusbetulus,rcp85,7,0
19_163,Castaneasativa,rcp26,3,0
19_163,Castaneasativa,rcp45,4,0
19_163,Castaneasativa,rcp85,4,0
19_163,Fagussylvatica,rcp26,0,0
19_163,Fagussylvatica,rcp45,0,0
19_163,Fagussylvatica,rcp85,0,0
19_163,Fraxinusexcelsior,rcp26,8,1
19_163,Fraxinusexcelsior,rcp45,8,1
19_163,Fraxinusexcelsior,rcp85,5,0
19_163,Fraxinusornus,rcp26,0,0
19_163,Fraxinusornus,rcp45,0,0
19_163,Fraxinusornus,rcp85,0,0
19_163,Juglansregia,rcp26,7,0
19_163,Juglansregia,rcp45,8,1
19_163,Juglansregia,rcp85,7,0
19_163,Larixdecidua,rcp26,0,0
19_163,Larixdecidua,rcp45,0,0
19_163,Larixdecidua,rcp85,0,0
19_163,Ostryacarpinifolia,rcp26,0,0
19_163,Ostryacarpinifolia,rcp45,0,0
19_163,Ostryacarpinifolia,rcp85,0,0
19_163,Piceaabies,rcp26,0,0
19_163,Piceaabies,rcp45,0,0
19_163,Piceaabies,rcp85,0,0
19_163,Pinussylvestris,rcp26,0,0
19_163,Pinussylvestris,rcp45,0,0
19_163,Pinussylvestris,rcp85,0,0
19_163,Populusalba,rcp26,8,1
19_163,Populusalba,rcp45,8,1
19_163,Populusalba,rcp85,8,1
19_163,Populuscanescens,rcp26,7,0
19_163,Populuscanescens,rcp45,6,0
19_163,Populuscanescens,rcp85,6,0
19_163,Populusnigra,rcp26,8,1
19_163,Populusnigra,rcp45,8,1
19_163,Populusnigra,rcp85,8,1
19_163,Populustremula,rcp26,7,0
19_163,Populustremula,rcp45,2,0
19_163,Populustremula,rcp85,2,0
19_163,Prunusavium,rcp26,8,1
19_163,Prunusavium,rcp45,6,0
19_163,Prunusavium,rcp85,7,0
19_163,Quercuscerris,rcp26,0,0
19_163,Quercuscerris,rcp45,0,0
19_163,Quercuscerris,rcp85,0,0
19_163,Quercuscoccifera,rcp26,0,0
19_163,Quercuscoccifera,rcp45,0,0
19_163,Quercuscoccifera,rcp85,0,0
19_163,Quercusfaginea,rcp26,0,0
19_163,Quercusfaginea,rcp45,0,0
19_163,Quercusfaginea,rcp85,0,0
19_163,Quercusfrainetto,rcp26,1,0
19_163,Quercusfrainetto,rcp45,1,0
19_163,Quercusfrainetto,rcp85,1,0
19_163,Quercusilex,rcp26,0,0
19_163,Quercusilex,rcp45,0,0
19_163,Quercusilex,rcp85,0,0
19_163,Quercuspetraea,rcp26,8,1
19_163,Quercuspetraea,rcp45,5,0
19_163,Quercuspetraea,rcp85,3,0
19_163,Quercuspubescens,rcp26,0,0
19_163,Quercuspubescens,rcp45,3,0
19_163,Quercuspubescens,rcp85,5,0
19_163,Quercuspyrenaica,rcp26,0,0
19_163,Quercuspyrenaica,rcp45,0,0
19_163,Quercuspyrenaica,rcp85,0,0
19_163,Quercusrobur,rcp26,8,1
19_163,Quercusrobur,rcp45,8,1
19_163,Quercusrobur,rcp85,8,1
19_163,Quercussuber,rcp26,0,0
19_163,Quercussuber,rcp45,0,0
19_163,Quercussuber,rcp85,0,0
19_163,Salixalba,rcp26,8,1
19_163,Salixalba,rcp45,8,1
19_163,Salixalba,rcp85,8,1
19_163,Salixfragilis,rcp26,3,0
